timestamp,energy_consumption,site_id,airTemperature,cloudCoverage,dewTemperature,precipDepth1HR,precipDepth6HR,seaLvlPressure,windDirection,windSpeed,hour,day,day_of_week,month,year,is_weekend
2016-01-01 19:00:00,59.231,Hog,-3.9,0.0,-8.3,0.0,,1019.9,270.0,5.1,19,1,4,1,2016,0
2016-01-01 20:00:00,59.771,Hog,-5.0,0.0,-8.9,0.0,,1020.4,270.0,5.1,20,1,4,1,2016,0
2016-01-01 21:00:00,59.898,Hog,-5.6,0.0,-9.4,0.0,,1020.4,270.0,4.6,21,1,4,1,2016,0
2016-01-01 22:00:00,46.106,Hog,-6.1,0.0,-9.4,0.0,,1020.9,270.0,3.6,22,1,4,1,2016,0
2016-01-01 23:00:00,42.24100000000001,Hog,-7.2,0.0,-10.0,0.0,,1020.9,270.0,2.6,23,1,4,1,2016,0
2016-01-02 00:00:00,42.066,Hog,-7.2,0.0,-10.0,0.0,,1020.9,230.0,1.5,0,2,5,1,2016,1
2016-01-02 01:00:00,42.758,Hog,-7.8,0.0,-10.6,0.0,,1020.9,200.0,2.1,1,2,5,1,2016,1
2016-01-02 02:00:00,42.7,Hog,-8.9,0.0,-11.1,0.0,,1020.4,220.0,2.6,2,2,5,1,2016,1
2016-01-02 03:00:00,41.415,Hog,-8.9,0.0,-11.1,0.0,,1020.7,200.0,2.6,3,2,5,1,2016,1
2016-01-02 04:00:00,47.342,Hog,-9.4,0.0,-11.1,0.0,,1020.4,210.0,2.1,4,2,5,1,2016,1
2016-01-02 05:00:00,51.346,Hog,-9.4,0.0,-11.7,0.0,,1019.5,220.0,3.1,5,2,5,1,2016,1
2016-01-02 06:00:00,61.875,Hog,-10.0,0.0,-11.7,0.0,,1019.5,230.0,3.1,6,2,5,1,2016,1
2016-01-02 07:00:00,64.473,Hog,-8.9,0.0,-11.7,0.0,,1018.4,220.0,4.1,7,2,5,1,2016,1
2016-01-02 08:00:00,64.507,Hog,-8.9,0.0,-11.1,0.0,,1017.8,240.0,2.6,8,2,5,1,2016,1
2016-01-02 09:00:00,65.946,Hog,-8.3,0.0,-11.1,0.0,,1017.9,240.0,3.6,9,2,5,1,2016,1
2016-01-02 10:00:00,54.611,Hog,-6.7,0.0,-11.1,0.0,,1017.2,250.0,4.1,10,2,5,1,2016,1
2016-01-02 11:00:00,47.585,Hog,-5.6,0.0,-10.6,0.0,,1016.7,250.0,4.1,11,2,5,1,2016,1
2016-01-02 12:00:00,44.297,Hog,-2.8,0.0,-9.4,0.0,,1015.5,250.0,4.6,12,2,5,1,2016,1
2016-01-02 13:00:00,42.428,Hog,-1.7,0.0,-8.9,0.0,,1015.1,280.0,6.7,13,2,5,1,2016,1
2016-01-02 14:00:00,42.334,Hog,-1.1,0.0,-8.3,0.0,,1014.7,270.0,5.1,14,2,5,1,2016,1
2016-01-02 15:00:00,43.447,Hog,-0.6,0.0,-8.3,0.0,,1014.5,280.0,4.6,15,2,5,1,2016,1
2016-01-02 16:00:00,45.916,Hog,-0.6,0.0,-8.3,0.0,,1015.2,280.0,4.6,16,2,5,1,2016,1
2016-01-02 17:00:00,57.168,Hog,-2.2,0.0,-8.3,0.0,,1015.7,270.0,6.2,17,2,5,1,2016,1
2016-01-02 18:00:00,61.157,Hog,-2.8,0.0,-8.3,0.0,,1016.2,280.0,4.6,18,2,5,1,2016,1
2016-01-02 19:00:00,57.41,Hog,-3.3,0.0,-8.9,0.0,,1016.4,290.0,4.6,19,2,5,1,2016,1
2016-01-02 20:00:00,56.322,Hog,-4.4,0.0,-8.9,0.0,,1017.5,290.0,4.6,20,2,5,1,2016,1
2016-01-02 21:00:00,57.342,Hog,-3.3,0.0,-8.3,0.0,,1017.9,300.0,7.2,21,2,5,1,2016,1
2016-01-02 22:00:00,55.837,Hog,-3.9,0.0,-8.3,0.0,,1018.7,310.0,7.2,22,2,5,1,2016,1
2016-01-02 23:00:00,45.221,Hog,-4.4,,-8.3,0.0,,1019.4,310.0,6.7,23,2,5,1,2016,1
2016-01-03 00:00:00,43.658,Hog,-3.9,8.0,-7.8,0.0,,1019.9,320.0,6.2,0,3,6,1,2016,1
2016-01-03 01:00:00,43.09,Hog,-3.3,,-7.2,0.0,,1020.1,330.0,7.7,1,3,6,1,2016,1
2016-01-03 02:00:00,43.393,Hog,-2.8,,-7.2,0.0,,1020.9,330.0,6.2,2,3,6,1,2016,1
2016-01-03 03:00:00,43.245,Hog,-2.8,,-6.7,0.0,,1022.0,330.0,5.1,3,3,6,1,2016,1
2016-01-03 04:00:00,47.81,Hog,-2.8,,-6.7,0.0,,1022.7,320.0,6.7,4,3,6,1,2016,1
2016-01-03 05:00:00,49.719,Hog,-3.3,,-6.7,0.0,,1023.2,330.0,6.2,5,3,6,1,2016,1
2016-01-03 06:00:00,60.735,Hog,-2.8,8.0,-7.2,0.0,,1023.9,340.0,5.1,6,3,6,1,2016,1
2016-01-03 07:00:00,60.538,Hog,-2.8,,-6.7,0.0,,1024.8,340.0,5.7,7,3,6,1,2016,1
2016-01-03 08:00:00,60.909,Hog,-2.8,,-7.2,0.0,,1025.5,330.0,4.6,8,3,6,1,2016,1
2016-01-03 09:00:00,61.78,Hog,-2.8,,-6.7,0.0,,1026.4,340.0,3.6,9,3,6,1,2016,1
2016-01-03 10:00:00,54.148,Hog,-2.8,,-7.8,0.0,,1027.2,350.0,6.7,10,3,6,1,2016,1
2016-01-03 11:00:00,42.44,Hog,-2.2,,-7.2,0.0,,1027.8,320.0,6.2,11,3,6,1,2016,1
2016-01-03 12:00:00,42.13,Hog,-2.2,8.0,-7.8,0.0,,1027.4,330.0,4.6,12,3,6,1,2016,1
2016-01-03 13:00:00,40.737,Hog,-2.2,,-7.8,0.0,,1027.1,310.0,3.6,13,3,6,1,2016,1
2016-01-03 14:00:00,43.658,Hog,-2.8,,-7.8,0.0,,1027.3,330.0,4.1,14,3,6,1,2016,1
2016-01-03 15:00:00,43.772,Hog,-2.8,,-7.8,0.0,,1027.5,300.0,3.6,15,3,6,1,2016,1
2016-01-03 16:00:00,48.782,Hog,-2.2,,-7.2,0.0,,1027.8,280.0,3.6,16,3,6,1,2016,1
2016-01-03 17:00:00,59.07899999999999,Hog,-2.8,4.0,-7.8,0.0,,,290.0,3.1,17,3,6,1,2016,1
2016-01-03 18:00:00,60.381,Hog,-2.8,2.0,-7.8,0.0,,1028.5,260.0,2.6,18,3,6,1,2016,1
2016-01-03 19:00:00,63.244,Hog,-3.9,2.0,-7.8,0.0,,1028.8,270.0,4.1,19,3,6,1,2016,1
2016-01-03 20:00:00,58.902,Hog,-5.0,0.0,-7.8,0.0,,1029.2,290.0,3.6,20,3,6,1,2016,1
2016-01-03 21:00:00,41.945,Hog,-5.0,0.0,-7.8,0.0,,1029.4,310.0,4.6,21,3,6,1,2016,1
2016-01-03 22:00:00,42.106,Hog,-6.1,0.0,-8.9,0.0,,1029.7,290.0,4.1,22,3,6,1,2016,1
2016-01-03 23:00:00,41.949,Hog,-6.1,0.0,-8.9,0.0,,1030.1,310.0,3.6,23,3,6,1,2016,1
2016-01-04 00:00:00,42.22,Hog,-6.7,0.0,-9.4,0.0,,1030.4,320.0,4.1,0,4,0,1,2016,0
2016-01-04 01:00:00,44.632,Hog,-7.2,0.0,-9.4,0.0,,1030.7,310.0,3.6,1,4,0,1,2016,0
2016-01-04 02:00:00,50.85,Hog,-7.8,0.0,-10.0,0.0,,1031.3,290.0,2.1,2,4,0,1,2016,0
2016-01-04 03:00:00,48.162,Hog,-7.8,0.0,-10.0,0.0,,1031.9,220.0,2.1,3,4,0,1,2016,0
2016-01-04 04:00:00,49.46,Hog,-8.9,0.0,-10.6,0.0,,1032.3,0.0,0.0,4,4,0,1,2016,0
2016-01-04 05:00:00,58.40600000000001,Hog,-10.0,0.0,-11.7,0.0,,1032.7,220.0,2.1,5,4,0,1,2016,0
2016-01-04 06:00:00,63.536,Hog,-11.1,0.0,-12.8,0.0,,1032.9,0.0,0.0,6,4,0,1,2016,0
2016-01-04 07:00:00,64.949,Hog,-11.1,0.0,-12.8,0.0,,1033.1,190.0,1.5,7,4,0,1,2016,0
2016-01-04 08:00:00,69.192,Hog,-11.7,0.0,-13.3,0.0,,1033.6,240.0,1.5,8,4,0,1,2016,0
2016-01-04 09:00:00,53.774,Hog,-12.2,0.0,-13.9,0.0,,1034.0,0.0,0.0,9,4,0,1,2016,0
2016-01-04 10:00:00,45.572,Hog,-10.6,0.0,-11.7,0.0,,1034.5,170.0,2.1,10,4,0,1,2016,0
2016-01-04 11:00:00,44.839,Hog,-8.9,0.0,-11.1,0.0,,1034.8,,1.5,11,4,0,1,2016,0
2016-01-04 12:00:00,47.326,Hog,-6.7,2.0,-9.4,0.0,,1034.1,,2.1,12,4,0,1,2016,0
2016-01-04 13:00:00,43.131,Hog,-5.0,2.0,-8.9,0.0,,1033.1,160.0,2.6,13,4,0,1,2016,0
2016-01-04 14:00:00,44.339,Hog,-3.3,2.0,-8.3,0.0,,1032.5,170.0,3.6,14,4,0,1,2016,0
2016-01-04 15:00:00,46.519,Hog,-3.9,2.0,-8.9,0.0,,1032.5,150.0,5.1,15,4,0,1,2016,0
2016-01-04 16:00:00,54.122,Hog,-5.0,2.0,-8.9,0.0,,1032.6,150.0,4.6,16,4,0,1,2016,0
2016-01-04 17:00:00,62.914,Hog,-6.7,2.0,-10.0,0.0,,1032.6,140.0,4.1,17,4,0,1,2016,0
2016-01-04 18:00:00,54.672,Hog,-7.2,8.0,-9.4,0.0,,1032.3,,3.1,18,4,0,1,2016,0
2016-01-04 19:00:00,46.699,Hog,-7.2,,-8.9,0.0,,1031.6,160.0,6.2,19,4,0,1,2016,0
2016-01-04 20:00:00,45.003,Hog,-7.2,,-8.9,0.0,,1031.1,160.0,5.7,20,4,0,1,2016,0
2016-01-04 21:00:00,32.933,Hog,-7.2,,-8.3,0.0,,1030.7,170.0,6.2,21,4,0,1,2016,0
2016-01-04 22:00:00,25.841,Hog,-6.7,,-8.3,0.0,,1030.0,170.0,7.2,22,4,0,1,2016,0
2016-01-04 23:00:00,25.579,Hog,-6.7,,-8.3,0.0,,1029.3,170.0,5.7,23,4,0,1,2016,0
2016-01-05 00:00:00,25.52,Hog,-6.7,8.0,-8.9,0.0,,1028.7,180.0,7.7,0,5,1,1,2016,0
2016-01-05 01:00:00,27.141,Hog,-6.7,,-8.9,0.0,,1028.1,170.0,5.1,1,5,1,1,2016,0
2016-01-05 02:00:00,32.624,Hog,-6.7,,-9.4,0.0,,1028.0,200.0,6.2,2,5,1,1,2016,0
2016-01-05 03:00:00,33.324,Hog,-5.6,,-8.3,0.0,,1028.0,180.0,6.2,3,5,1,1,2016,0
2016-01-05 04:00:00,32.457,Hog,-5.0,,-7.8,0.0,,1027.4,180.0,4.6,4,5,1,1,2016,0
2016-01-05 05:00:00,44.438,Hog,-4.4,,-7.2,0.0,,,180.0,6.7,5,5,1,1,2016,0
2016-01-05 06:00:00,47.44,Hog,-4.4,8.0,-7.8,0.0,,1026.6,170.0,5.7,6,5,1,1,2016,0
2016-01-05 07:00:00,48.183,Hog,-5.0,2.0,-8.3,0.0,,1026.1,170.0,6.7,7,5,1,1,2016,0
2016-01-05 08:00:00,49.473,Hog,-5.6,2.0,-8.9,0.0,,1025.4,170.0,6.2,8,5,1,1,2016,0
2016-01-05 09:00:00,46.944,Hog,-5.6,2.0,-8.9,0.0,,1024.8,170.0,6.7,9,5,1,1,2016,0
2016-01-05 10:00:00,50.89,Hog,-3.9,2.0,-8.3,0.0,,1024.3,180.0,6.7,10,5,1,1,2016,0
2016-01-05 11:00:00,52.274,Hog,-2.2,2.0,-7.8,0.0,,1023.9,170.0,5.7,11,5,1,1,2016,0
2016-01-05 12:00:00,51.591,Hog,-1.1,2.0,-7.8,0.0,,1023.0,190.0,6.7,12,5,1,1,2016,0
2016-01-05 13:00:00,49.96,Hog,-0.6,4.0,-7.2,0.0,,1021.8,190.0,7.2,13,5,1,1,2016,0
2016-01-05 14:00:00,51.14,Hog,0.0,4.0,-7.2,0.0,,1021.1,190.0,7.7,14,5,1,1,2016,0
2016-01-05 15:00:00,48.816,Hog,-0.6,,-7.2,0.0,,1020.5,160.0,5.1,15,5,1,1,2016,0
2016-01-05 16:00:00,53.293,Hog,-1.7,,-7.2,0.0,,1020.4,130.0,4.6,16,5,1,1,2016,0
2016-01-05 17:00:00,65.737,Hog,-3.3,,-7.8,0.0,,1020.1,140.0,6.2,17,5,1,1,2016,0
2016-01-05 18:00:00,71.25399999999998,Hog,-3.3,6.0,-7.8,0.0,,1020.4,160.0,3.1,18,5,1,1,2016,0
2016-01-05 19:00:00,69.527,Hog,-4.4,,-8.3,0.0,,1020.5,140.0,3.6,19,5,1,1,2016,0
2016-01-05 20:00:00,67.446,Hog,-3.3,,-7.2,0.0,,1020.8,160.0,3.6,20,5,1,1,2016,0
2016-01-05 21:00:00,60.803,Hog,-3.3,4.0,-7.2,0.0,,1020.6,160.0,4.6,21,5,1,1,2016,0
2016-01-05 22:00:00,52.424,Hog,-4.4,,-7.8,0.0,,1020.4,140.0,2.6,22,5,1,1,2016,0
2016-01-05 23:00:00,49.034,Hog,-3.9,,-7.2,0.0,,1020.3,150.0,3.1,23,5,1,1,2016,0
2016-01-06 00:00:00,49.048,Hog,-3.3,8.0,-6.7,0.0,,1019.9,140.0,3.6,0,6,2,1,2016,0
2016-01-06 01:00:00,49.146,Hog,-2.8,,-6.1,0.0,,1019.5,130.0,3.1,1,6,2,1,2016,0
2016-01-06 02:00:00,55.283,Hog,-2.8,,-6.1,0.0,,1019.3,150.0,3.6,2,6,2,1,2016,0
2016-01-06 03:00:00,53.823,Hog,-4.4,0.0,-7.2,0.0,,1019.4,140.0,3.1,3,6,2,1,2016,0
2016-01-06 04:00:00,54.82100000000001,Hog,-4.4,0.0,-7.2,0.0,,1019.2,130.0,2.6,4,6,2,1,2016,0
2016-01-06 05:00:00,69.675,Hog,-5.0,4.0,-7.2,0.0,,1019.0,130.0,2.1,5,6,2,1,2016,0
2016-01-06 06:00:00,70.482,Hog,-5.0,2.0,-7.2,0.0,,1019.1,140.0,3.1,6,6,2,1,2016,0
2016-01-06 07:00:00,69.554,Hog,-4.4,,-6.7,0.0,,1019.2,120.0,2.6,7,6,2,1,2016,0
2016-01-06 08:00:00,67.084,Hog,-3.9,,-6.1,0.0,,1019.0,130.0,2.1,8,6,2,1,2016,0
2016-01-06 09:00:00,52.387,Hog,-2.8,,-6.1,0.0,,1019.3,120.0,3.6,9,6,2,1,2016,0
2016-01-06 10:00:00,53.734,Hog,-2.8,,-6.1,0.0,,1019.7,130.0,3.6,10,6,2,1,2016,0
2016-01-06 11:00:00,52.166,Hog,-1.7,,-5.0,0.0,,1019.7,150.0,3.1,11,6,2,1,2016,0
2016-01-06 12:00:00,52.77,Hog,-1.1,8.0,-5.0,0.0,,1018.9,150.0,3.6,12,6,2,1,2016,0
2016-01-06 13:00:00,53.075,Hog,-0.6,,-4.4,0.0,,1018.3,130.0,3.1,13,6,2,1,2016,0
2016-01-06 14:00:00,52.9,Hog,0.0,,-3.9,0.0,,1017.7,150.0,3.1,14,6,2,1,2016,0
2016-01-06 15:00:00,55.106,Hog,0.0,,-3.9,0.0,,1017.5,120.0,3.6,15,6,2,1,2016,0
2016-01-06 16:00:00,55.364,Hog,0.0,,-3.3,0.0,,1017.3,130.0,4.1,16,6,2,1,2016,0
2016-01-06 17:00:00,59.703,Hog,-0.6,,-2.8,-1.0,,1017.7,140.0,4.1,17,6,2,1,2016,0
2016-01-06 18:00:00,62.79,Hog,-0.6,8.0,-2.2,3.0,3.0,1017.8,130.0,4.1,18,6,2,1,2016,0
2016-01-06 19:00:00,70.828,Hog,-0.6,,-2.2,5.0,,1017.9,130.0,3.6,19,6,2,1,2016,0
2016-01-06 20:00:00,69.585,Hog,-0.6,,-1.7,3.0,,1018.1,130.0,2.6,20,6,2,1,2016,0
2016-01-06 21:00:00,67.48,Hog,-0.6,,-1.7,3.0,,1017.9,140.0,3.1,21,6,2,1,2016,0
2016-01-06 22:00:00,48.541,Hog,-0.6,,-2.2,-1.0,,1017.5,140.0,3.6,22,6,2,1,2016,0
2016-01-06 23:00:00,47.645,Hog,-0.6,,-2.2,-1.0,,1017.6,150.0,3.6,23,6,2,1,2016,0
2016-01-07 00:00:00,45.932,Hog,-0.6,8.0,-2.2,0.0,10.0,1017.3,140.0,3.1,0,7,3,1,2016,0
2016-01-07 01:00:00,48.085,Hog,-0.6,,-2.2,0.0,,1016.9,150.0,2.6,1,7,3,1,2016,0
2016-01-07 02:00:00,55.049,Hog,-0.6,,-2.2,-1.0,,1016.6,130.0,2.6,2,7,3,1,2016,0
2016-01-07 03:00:00,52.957,Hog,-0.6,,-2.2,0.0,,1016.6,120.0,2.6,3,7,3,1,2016,0
2016-01-07 04:00:00,53.857,Hog,-0.6,,-2.2,-1.0,,1016.3,130.0,3.1,4,7,3,1,2016,0
2016-01-07 05:00:00,66.561,Hog,-0.6,,-2.2,-1.0,,1015.9,120.0,2.6,5,7,3,1,2016,0
2016-01-07 06:00:00,68.809,Hog,-0.6,8.0,-2.2,0.0,-1.0,1015.9,140.0,3.1,6,7,3,1,2016,0
2016-01-07 07:00:00,70.673,Hog,-0.6,,-2.2,0.0,,1015.9,120.0,2.6,7,7,3,1,2016,0
2016-01-07 08:00:00,69.61399999999999,Hog,-0.6,,-2.2,0.0,,1015.9,120.0,2.6,8,7,3,1,2016,0
2016-01-07 09:00:00,55.26300000000001,Hog,-0.6,,-1.7,0.0,,1016.6,130.0,3.1,9,7,3,1,2016,0
2016-01-07 10:00:00,51.639,Hog,-0.6,,-1.7,-1.0,,1016.4,130.0,2.6,10,7,3,1,2016,0
2016-01-07 11:00:00,51.041,Hog,0.0,,-1.1,-1.0,,1016.4,130.0,2.6,11,7,3,1,2016,0
2016-01-07 12:00:00,50.542,Hog,0.6,8.0,-1.1,0.0,-1.0,1015.5,130.0,2.1,12,7,3,1,2016,0
2016-01-07 13:00:00,52.234,Hog,0.6,,-1.1,0.0,,1014.5,130.0,2.1,13,7,3,1,2016,0
2016-01-07 14:00:00,51.139,Hog,0.6,,-1.1,0.0,,1014.0,140.0,2.6,14,7,3,1,2016,0
2016-01-07 15:00:00,53.76300000000001,Hog,0.6,,-1.1,0.0,,1014.0,120.0,3.1,15,7,3,1,2016,0
2016-01-07 16:00:00,53.364,Hog,0.6,,-1.1,0.0,,1014.3,110.0,2.6,16,7,3,1,2016,0
2016-01-07 17:00:00,71.212,Hog,0.6,,-1.1,0.0,,1014.3,90.0,3.1,17,7,3,1,2016,0
2016-01-07 18:00:00,70.756,Hog,1.1,8.0,-1.1,0.0,,1014.0,80.0,2.6,18,7,3,1,2016,0
2016-01-07 19:00:00,65.494,Hog,0.6,,-1.1,0.0,,1014.0,100.0,2.6,19,7,3,1,2016,0
2016-01-07 20:00:00,68.727,Hog,0.6,,-1.1,0.0,,1013.9,100.0,1.5,20,7,3,1,2016,0
2016-01-07 21:00:00,57.484,Hog,1.1,,-1.1,-1.0,,1013.3,70.0,2.6,21,7,3,1,2016,0
2016-01-07 22:00:00,47.33,Hog,0.6,,-1.1,-1.0,,1013.1,80.0,3.1,22,7,3,1,2016,0
2016-01-07 23:00:00,46.538,Hog,0.6,,-0.6,3.0,,1012.6,70.0,2.1,23,7,3,1,2016,0
2016-01-08 00:00:00,45.234,Hog,0.6,8.0,-0.6,8.0,10.0,1012.2,10.0,1.5,0,8,4,1,2016,0
2016-01-08 01:00:00,47.367,Hog,0.6,,-0.6,5.0,,1011.5,360.0,1.5,1,8,4,1,2016,0
2016-01-08 02:00:00,52.886,Hog,0.0,,-0.6,5.0,,1011.1,360.0,2.1,2,8,4,1,2016,0
2016-01-08 03:00:00,51.078,Hog,0.0,,-0.6,3.0,,1011.0,10.0,2.6,3,8,4,1,2016,0
2016-01-08 04:00:00,54.393,Hog,0.0,,-0.6,3.0,,1010.6,10.0,2.1,4,8,4,1,2016,0
2016-01-08 05:00:00,66.801,Hog,0.0,,-1.1,3.0,,1010.3,360.0,3.1,5,8,4,1,2016,0
2016-01-08 06:00:00,69.725,Hog,0.0,8.0,-1.1,-1.0,20.0,1010.1,,2.1,6,8,4,1,2016,0
2016-01-08 07:00:00,69.109,Hog,0.0,,-1.1,-1.0,,1010.4,350.0,3.6,7,8,4,1,2016,0
2016-01-08 08:00:00,64.929,Hog,0.0,,-1.7,0.0,,1010.1,10.0,4.6,8,8,4,1,2016,0
2016-01-08 09:00:00,52.559,Hog,0.0,,-1.7,0.0,,1010.5,360.0,4.1,9,8,4,1,2016,0
2016-01-08 10:00:00,55.584,Hog,0.6,,-1.1,0.0,,1010.5,350.0,4.1,10,8,4,1,2016,0
2016-01-08 11:00:00,54.879,Hog,0.6,,-1.1,0.0,,1010.6,340.0,4.1,11,8,4,1,2016,0
2016-01-08 12:00:00,53.179,Hog,0.6,8.0,-1.1,-1.0,-1.0,1009.8,330.0,4.6,12,8,4,1,2016,0
2016-01-08 13:00:00,50.802,Hog,0.6,,-1.1,-1.0,,1009.5,340.0,4.6,13,8,4,1,2016,0
2016-01-08 14:00:00,54.769,Hog,1.1,,-1.1,-1.0,,1009.3,340.0,3.6,14,8,4,1,2016,0
2016-01-08 15:00:00,52.415,Hog,1.1,,-1.1,3.0,,1009.6,330.0,3.1,15,8,4,1,2016,0
2016-01-08 16:00:00,53.847,Hog,0.6,,-1.7,-1.0,,1009.8,320.0,6.2,16,8,4,1,2016,0
2016-01-08 17:00:00,67.786,Hog,0.0,,-2.2,-1.0,,1010.6,310.0,4.6,17,8,4,1,2016,0
2016-01-08 18:00:00,70.097,Hog,-0.6,8.0,-2.8,-1.0,3.0,1011.2,320.0,5.7,18,8,4,1,2016,0
2016-01-08 19:00:00,64.509,Hog,-1.7,,-4.4,-1.0,,1011.7,320.0,6.7,19,8,4,1,2016,0
2016-01-08 20:00:00,66.584,Hog,-2.2,,-5.0,-1.0,,1012.2,320.0,6.7,20,8,4,1,2016,0
2016-01-08 21:00:00,60.349,Hog,-3.3,,-5.6,-1.0,,1012.6,320.0,6.7,21,8,4,1,2016,0
2016-01-08 22:00:00,50.64100000000001,Hog,-3.9,,-6.1,-1.0,,1012.8,320.0,6.7,22,8,4,1,2016,0
2016-01-08 23:00:00,47.283,Hog,-3.9,,-6.1,-1.0,,1013.3,310.0,6.7,23,8,4,1,2016,0
2016-01-09 00:00:00,46.845,Hog,-5.6,8.0,-8.3,0.0,-1.0,1014.1,290.0,7.7,0,9,5,1,2016,1
2016-01-09 01:00:00,45.99,Hog,-6.7,,-9.4,0.0,,1014.6,290.0,6.2,1,9,5,1,2016,1
2016-01-09 02:00:00,47.283,Hog,-8.9,,-11.7,0.0,,1015.1,310.0,9.3,2,9,5,1,2016,1
2016-01-09 03:00:00,48.198,Hog,-10.0,,-12.8,0.0,,1015.9,300.0,7.7,3,9,5,1,2016,1
2016-01-09 04:00:00,57.11,Hog,-11.1,,-14.4,0.0,,1016.1,310.0,6.7,4,9,5,1,2016,1
2016-01-09 05:00:00,68.484,Hog,-12.8,,-15.6,-1.0,,1016.7,330.0,7.7,5,9,5,1,2016,1
2016-01-09 06:00:00,67.661,Hog,-13.3,8.0,-16.7,0.0,0.0,1017.7,310.0,7.7,6,9,5,1,2016,1
2016-01-09 07:00:00,67.60600000000001,Hog,-13.9,,-16.7,0.0,,1018.8,310.0,5.1,7,9,5,1,2016,1
2016-01-09 08:00:00,69.232,Hog,-14.4,,-17.8,0.0,,1020.2,300.0,5.7,8,9,5,1,2016,1
2016-01-09 09:00:00,56.49800000000001,Hog,-15.0,,-18.3,0.0,,1020.7,300.0,5.7,9,9,5,1,2016,1
2016-01-09 10:00:00,53.342,Hog,-15.0,,-18.3,0.0,,1020.5,310.0,7.7,10,9,5,1,2016,1
2016-01-09 11:00:00,51.41,Hog,-13.9,,-17.8,-1.0,,1020.9,320.0,8.2,11,9,5,1,2016,1
2016-01-09 12:00:00,51.43,Hog,-13.9,8.0,-17.8,-1.0,-1.0,1020.6,330.0,6.7,12,9,5,1,2016,1
2016-01-09 13:00:00,51.737,Hog,-15.0,,-18.3,-1.0,,1020.3,310.0,8.2,13,9,5,1,2016,1
2016-01-09 14:00:00,52.276,Hog,-15.6,,-19.4,-1.0,,1020.3,310.0,7.7,14,9,5,1,2016,1
2016-01-09 15:00:00,52.392,Hog,-15.0,,-20.6,-1.0,,1020.9,310.0,6.2,15,9,5,1,2016,1
2016-01-09 16:00:00,57.222,Hog,-16.1,4.0,-21.1,0.0,,1022.0,310.0,7.7,16,9,5,1,2016,1
2016-01-09 17:00:00,69.544,Hog,-16.7,,-21.7,0.0,,1022.9,310.0,6.2,17,9,5,1,2016,1
2016-01-09 18:00:00,69.854,Hog,-16.7,6.0,-21.7,0.0,-1.0,1023.4,320.0,7.7,18,9,5,1,2016,1
2016-01-09 19:00:00,70.222,Hog,-17.2,2.0,-22.8,0.0,,1023.7,310.0,6.2,19,9,5,1,2016,1
2016-01-09 20:00:00,69.839,Hog,-18.3,0.0,-23.3,0.0,,1024.0,320.0,6.2,20,9,5,1,2016,1
